ht, bear, bid, cmd, dt
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
31.3948574066, -0.26443785429, 2, 2, 0.0333333350718
31.3960590363, -0.254674017429, 2, 2, 0.0333333350718
31.4012699127, -0.339986145496, 2, 2, 0.0333333350718
31.410112381, -0.360300064087, 2, 2, 0.0333333350718
31.4145774841, -0.357990294695, 2, 2, 0.0333333350718
31.4233646393, -0.20655991137, 2, 2, 0.0333333350718
31.4357128143, -0.284400641918, 2, 2, 0.0333333350718
31.4500923157, -0.205712378025, 2, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
31.5216217041, 0.276461213827, 2, 2, 0.0333333350718
17.1669273376, -0.491914004087, 0, 2, 0.0333333350718
17.171962738, -0.427298396826, 0, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
17.1936340332, -0.274476319551, 0, 2, 0.0333333350718
17.204662323, -0.341638982296, 0, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
17.2432880402, -0.198273524642, 0, 2, 0.0333333350718
17.2531719208, -0.30992692709, 0, 2, 0.0333333350718
17.2661380768, -0.114952594042, 0, 2, 0.0333333350718
17.2783241272, -0.130522072315, 0, 2, 0.0333333350718
17.2933216095, -0.00300308316946, 0, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
17.327703476, 0.454292953014, 0, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
17.1841278076, -0.48368704319, 1, 2, 0.0333333350718
17.1957454681, -0.46318936348, 1, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
17.2232570648, -0.406851023436, 1, 2, 0.0333333350718
17.2362880707, -0.351383328438, 1, 2, 0.0333333350718
17.247423172, -0.319921910763, 1, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
17.3156471252, -0.205977976322, 1, 2, 0.0333333350718
17.3315925598, -0.266383200884, 1, 2, 0.0333333350718
17.3438301086, -0.217985317111, 1, 2, 0.0333333350718
17.3639831543, -3.3433221688e-05, 1, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
17.4048366547, 0.280273735523, 1, 2, 0.0333333350718
31.1819210052, -0.479567915201, 3, 2, 0.0333333350718
31.2249298096, -0.447552531958, 3, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
31.356098175, -0.309744030237, 3, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
31.5406951904, -0.32024666667, 3, 2, 0.0333333350718
31.5967731476, -0.341590464115, 3, 2, 0.0333333350718
31.6606845856, -0.386863619089, 3, 2, 0.0333333350718
31.7114543915, -0.194425344467, 3, 2, 0.0333333350718
31.7793998718, -0.202818676829, 3, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
-1000, -1000, -1000, 2, 0.0333333350718
32.000705719, 0.277667045593, 3, 2, 0.0333333350718
32.0862770081, 0.327037632465, 3, 2, 0.0333333350718
32.1893920898, 0.465085804462, 3, 2, 0.0333333350718
17.7989387512, -0.509700119495, 5, 2, 0.0333333350718
32.3694992065, 0.432405561209, 3, 2, 0.0333333350718
32.4517974854, 0.419566482306, 3, 3, 0.0333333350718
17.8434925079, -0.488849043846, 5, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.8801002502, -0.437670886517, 5, 3, 0.0333333350718
32.7956962585, 0.434761822224, 3, 3, 0.0333333350718
17.911693573, -0.491333335638, 5, 3, 0.0333333350718
17.9325332642, -0.373617649078, 5, 3, 0.0333333350718
17.9540481567, -0.436584502459, 5, 3, 0.0333333350718
17.9720516205, -0.25170686841, 5, 3, 0.0333333350718
17.9941272736, -0.192384094, 5, 3, 0.0333333350718
18.0194664001, 0.171221151948, 5, 3, 0.0333333350718
18.0440998077, 0.255614459515, 5, 3, 0.0333333350718
18.0704097748, 0.363719165325, 5, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
18.1154556274, 0.525611341, 5, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
18.1686687469, 0.456065952778, 5, 3, 0.0333333350718
18.1893100739, 0.428489148617, 5, 3, 0.0333333350718
18.2097873688, 0.512508392334, 5, 3, 0.0333333350718
18.2303848267, 0.524829149246, 5, 3, 0.0333333350718
18.254617691, 0.53709346056, 5, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.8315925598, -0.548989534378, 4, 3, 0.0333333350718
17.8578548431, -0.34450262785, 4, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.966796875, 0.222025305033, 4, 3, 0.0333333350718
17.9961585999, 0.182431325316, 4, 3, 0.0333333350718
18.0256958008, 0.250317186117, 4, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
18.0718669891, 0.216150939465, 4, 3, 0.0333333350718
18.0954742432, 0.180713102221, 4, 3, 0.0333333350718
18.1243019104, 0.211377188563, 4, 3, 0.0333333350718
18.1466999054, 0.191765099764, 4, 3, 0.0333333350718
18.1671638489, 0.30744150281, 4, 3, 0.0333333350718
18.1953105927, 0.297141432762, 4, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
18.2470874786, 0.494945704937, 4, 3, 0.0333333350718
31.6497116089, -0.470601499081, 2, 3, 0.0333333350718
31.747428894, -0.230515211821, 2, 3, 0.0333333350718
31.8399944305, -0.0555452890694, 2, 3, 0.0333333350718
31.9121665955, 0.0404086783528, 2, 3, 0.0333333350718
31.9979686737, 0.0883021280169, 2, 3, 0.0333333350718
32.0757522583, 0.289029061794, 2, 3, 0.0333333350718
32.1507835388, 0.217920035124, 2, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
32.3261566162, 0.181320279837, 2, 3, 0.0333333350718
32.416431427, 0.327671349049, 2, 3, 0.0333333350718
32.4830131531, 0.254918158054, 2, 3, 0.0333333350718
32.5710105896, 0.227241247892, 2, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
32.7286911011, 0.374469161034, 2, 3, 0.0333333350718
32.8021011353, 0.369728863239, 2, 3, 0.0333333350718
32.8686065674, 0.419561117887, 2, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.6485404968, 0.0228084791452, 0, 3, 0.0333333350718
17.6694011688, 0.231243699789, 0, 3, 0.0333333350718
17.6972904205, 0.156667143106, 0, 3, 0.0333333350718
17.7195777893, 0.278578281403, 0, 3, 0.0333333350718
17.7420120239, 0.173638001084, 0, 3, 0.0333333350718
17.7608776093, 0.241963669658, 0, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.8081207275, 0.324178814888, 0, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.8530750275, 0.277841925621, 0, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.8970508575, 0.348727911711, 0, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.6386814117, -0.461197972298, 1, 3, 0.0333333350718
17.6620063782, -0.288180410862, 1, 3, 0.0333333350718
17.6935844421, -0.0799601450562, 1, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.7709140778, 0.00451277149841, 1, 3, 0.0333333350718
17.7987995148, 0.167458161712, 1, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.8500976562, 0.0483616217971, 1, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
17.8959236145, 0.107062295079, 1, 3, 0.0333333350718
17.9180793762, 0.162123098969, 1, 3, 0.0333333350718
17.9409503937, 0.196261659265, 1, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
-1000, -1000, -1000, 3, 0.0333333350718
18.0143890381, 0.465085834265, 1, 3, 0.0333333350718
18.0365352631, 0.540222406387, 1, 3, 0.0333333350718
32.4027519226, -0.267109364271, 3, 4, 0.0333333350718
32.4905357361, -0.192795753479, 3, 4, 0.0333333350718
32.5715560913, -0.00903926417232, 3, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
32.8269462585, 0.0536050014198, 3, 4, 0.0333333350718
32.8924369812, -0.0080941291526, 3, 4, 0.0333333350718
32.9614486694, -0.039978209883, 3, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
33.085609436, -0.012874269858, 3, 4, 0.0333333350718
33.1562194824, -0.0240298360586, 3, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
33.2712173462, 0.111266359687, 3, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
33.3973808289, 0.21773904562, 3, 4, 0.0333333350718
33.4509315491, 0.523019015789, 3, 4, 0.0333333350718
17.8842658997, -0.201903983951, 5, 4, 0.0333333350718
17.8980522156, -0.0353325195611, 5, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.9501094818, 0.21510656178, 5, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.9743804932, 0.211188703775, 5, 4, 0.0333333350718
17.9859790802, 0.137837544084, 5, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
18.0220146179, 0.168181151152, 5, 4, 0.0333333350718
18.0323371887, 0.139078378677, 5, 4, 0.0333333350718
18.0436096191, 0.33604234457, 5, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
18.0658359528, 0.542004346848, 5, 4, 0.0333333350718
17.4016361237, -0.477821439505, 4, 4, 0.0333333350718
17.4061126709, -0.349074870348, 4, 4, 0.0333333350718
17.4124221802, -0.243874877691, 4, 4, 0.0333333350718
17.4191436768, -0.168266385794, 4, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.4291992188, 0.0159864220768, 4, 4, 0.0333333350718
17.43501091, -0.0459659993649, 4, 4, 0.0333333350718
17.4409389496, -0.0141207650304, 4, 4, 0.0333333350718
17.4469547272, -0.105942048132, 4, 4, 0.0333333350718
17.4537582397, -0.0371525026858, 4, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.4631595612, -0.0532354749739, 4, 4, 0.0333333350718
17.4688243866, 0.051159247756, 4, 4, 0.0333333350718
17.4755859375, 0.0355440527201, 4, 4, 0.0333333350718
17.4811496735, 0.161393925548, 4, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
29.8366832733, -0.477707833052, 2, 4, 0.0333333350718
29.8395385742, -0.316297590733, 2, 4, 0.0333333350718
29.8442516327, -0.157107070088, 2, 4, 0.0333333350718
29.8498916626, -0.0437654517591, 2, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
29.8665142059, 0.0136480359361, 2, 4, 0.0333333350718
29.8751735687, -0.0845367312431, 2, 4, 0.0333333350718
29.8840389252, -0.0714094266295, 2, 4, 0.0333333350718
29.8924427032, -0.131188601255, 2, 4, 0.0333333350718
29.9012908936, 0.00293447356671, 2, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
29.9244823456, 0.0277574937791, 2, 4, 0.0333333350718
29.9321174622, 0.043137576431, 2, 4, 0.0333333350718
29.9443321228, 0.229218527675, 2, 4, 0.0333333350718
29.9591903687, 0.241108313203, 2, 4, 0.0333333350718
29.9808654785, 0.516029298306, 2, 4, 0.0333333350718
17.1145858765, -0.327766448259, 0, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.1122875214, -0.142159178853, 0, 4, 0.0333333350718
17.1132793427, -0.0935104936361, 0, 4, 0.0333333350718
17.114118576, -0.086596108973, 0, 4, 0.0333333350718
17.1150283813, -0.111609391868, 0, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.1175308228, -0.0151197323576, 0, 4, 0.0333333350718
17.1187877655, -0.122999615967, 0, 4, 0.0333333350718
17.1199493408, -0.0559199489653, 0, 4, 0.0333333350718
17.1210079193, -0.0870898589492, 0, 4, 0.0333333350718
17.1224651337, 0.0804614722729, 0, 4, 0.0333333350718
17.1239318848, -0.0105500100181, 0, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.1301956177, 0.313678771257, 0, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.5617389679, -0.338411927223, 1, 4, 0.0333333350718
17.5588951111, -0.348841279745, 1, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.5530529022, -0.204146206379, 1, 4, 0.0333333350718
17.5510597229, -0.124999850988, 1, 4, 0.0333333350718
17.5489597321, -0.274237990379, 1, 4, 0.0333333350718
-1000, -1000, -1000, 4, 0.0333333350718
17.5443897247, -0.225691512227, 1, 4, 0.0333333350718
17.5422554016, -0.165704876184, 1, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
17.5387077332, -0.061139959842, 1, 5, 0.0333333350718
17.5375270844, -0.0604093000293, 1, 5, 0.0333333350718
17.5380344391, 0.0834982246161, 1, 5, 0.0333333350718
17.5393371582, 0.122869133949, 1, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
32.5826072693, -0.272252827883, 3, 5, 0.0333333350718
32.5776939392, -0.27048522234, 3, 5, 0.0333333350718
32.5748634338, -0.114179573953, 3, 5, 0.0333333350718
32.5739593506, -0.101651117206, 3, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
32.574848175, -0.19338054955, 3, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
32.5770835876, -0.215971395373, 3, 5, 0.0333333350718
32.5788230896, -0.130717635155, 3, 5, 0.0333333350718
32.5810127258, -0.0895998850465, 3, 5, 0.0333333350718
32.5834922791, -0.0879491269588, 3, 5, 0.0333333350718
32.586139679, -0.0289908833802, 3, 5, 0.0333333350718
32.5884666443, -0.0116992136464, 3, 5, 0.0333333350718
32.5902404785, 0.175905197859, 3, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
18.1971511841, -0.38624227047, 5, 5, 0.0333333350718
18.1994590759, -0.369316667318, 5, 5, 0.0333333350718
18.2013225555, -0.253960937262, 5, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
18.2053050995, -0.251507341862, 5, 5, 0.0333333350718
18.2073097229, -0.232088580728, 5, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
18.2118034363, -0.236110135913, 5, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
18.219045639, -0.179676696658, 5, 5, 0.0333333350718
18.2211341858, -0.070401519537, 5, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
18.2228164673, 0.0897950902581, 5, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
18.0855922699, -0.520146310329, 4, 5, 0.0333333350718
-1000, -1000, -1000, 5, 0.0333333350718
18.0947170258, -0.383240610361, 4, 5, 0.0333333350718
18.1002082825, -0.515650749207, 4, 5, 0.0333333350718
18.1045818329, -0.492823630571, 4, 5, 0.0333333350718
18.1091117859, -0.403464734554, 4, 5, 0.0333333350718
18.1153736115, -0.389089047909, 4, 5, 0.0333333350718
18.1218357086, -0.422408223152, 4, 5, 0.0333333350718
18.1275749207, -0.388949275017, 4, 5, 0.0333333350718
